	Predictions													Projections												
barback	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.233084028	-0.139723643	-0.343677304	-0.179784575	-0.409906169	-0.125162547	-0.306074578	-0.473201288	-0.536591517	-0.33586892	-0.266486619	-0.11115237	-0.423861749
barber	2	1	1	1	1	2	1	1	1	1	1	1	2	0.007205949	-0.047363122	-0.197911865	-0.163771528	-0.144644464	0.043013078	-0.24456871	-0.325330741	-0.316054026	-0.241817033	-0.134608335	-0.173957251	0.042564834
bargeman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.343930114	-0.445544888	-0.453718071	-0.483705422	-0.482070766	-0.54395111	-0.578321558	-0.793146983	-0.726541204	-0.805569937	-0.683248906	-0.518564973	-0.45909173
barista	1	1	1	1	1	1	1	1	1	2	2	2	2	-0.099242363	-0.2686	-0.413943556	-0.263752245	-0.163448874	-0.065240982	-0.240726507	-0.295551266	-0.143226883	0.185074293	0.394449235	0.29062263	0.080464214
barkeep	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.201747831	-0.210146964	-0.243449685	-0.183940422	-0.213357987	-0.250154118	-0.321496268	-0.392526778	-0.571757688	-0.498691709	-0.306070709	-0.231741831	-0.363243723
barkeeper	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.135905019	-0.13062749	-0.152184721	-0.12212116	-0.273246578	-0.306749033	-0.405732834	-0.48491466	-0.603999041	-0.445467115	-0.190010738	0.132298126	0.148713859
barmaid	2	2	2	2	2	2	2	2	2	2	2	2	2	0.236399122	0.257228881	0.234226525	0.329289193	0.228067678	0.549347987	0.290032987	0.385422628	0.483994562	0.600423173	0.808436685	1.150915655	0.873576821
barman	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.517888982	-0.509412827	-0.582559429	-0.573568184	-0.524778345	-0.193776725	-0.281945681	-0.242398401	-0.408384724	-0.192759408	-0.072121544	0.375313892	-0.130293586
bartacker	1	2	1	2	2	1	1	1	1	1	1	2	2	-0.101563673	0.046689663	-0.015637448	0.021045884	0.040290256	-0.146315372	-0.310297681	-0.361942409	-0.373735788	-0.298525626	-0.01912148	0.052323584	0.108963109
bartender	1	2	1	2	2	2	2	1	1	2	2	2	2	-0.032169963	0.057813344	-0.024944755	0.024324096	0.133808764	0.262287558	0.025203832	-0.069502525	-0.192909825	0.252958217	0.329173994	0.392746766	0.184944748
bartenders	1	1	1	1	1	2	1	1	1	1	1	1	1	-0.165164865	-0.06252984	-0.191868441	-0.03541009	-0.000189095	0.014835568	-0.160574774	-0.263640276	-0.423974874	-0.253128854	-0.094274115	-0.010428841	-0.346926363
batchmaker	2	2	2	2	1	1	1	1	1	1	1	2	1	0.098691049	0.110010452	0.038011298	0.138613703	-0.030533691	-0.351704938	-0.419968709	-0.335235526	-0.303431987	-0.121653647	-0.007254132	0.060719577	-0.160377821
batteryman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.262877907	-0.24805728	-0.270721711	-0.396635804	-0.323579224	-0.261318864	-0.364034468	-0.407411668	-0.605538957	-0.362717172	-0.311608371	-0.057833614	-0.463620943
bdr	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.068624372	-0.149875147	-0.150932981	-0.063161551	-0.125213735	-0.107461397	-0.244314605	-0.36643342	-0.543350718	-0.528159216	-0.475623886	-0.53945416	-1.278962834
beader	2	2	2	2	2	2	1	1	1	1	1	1	1	0.163062586	0.276570399	0.329959596	0.309846954	0.152532906	0.108156127	-0.088048351	-0.178628354	-0.176074095	-0.219432938	-0.17689597	-0.103689492	-0.447670475
beadworker	1	1	1	1	1	2	1	1	1	1	2	2	2	-0.102322102	-0.096510291	-0.091800856	-0.081150099	-0.14035265	0.007804028	-0.177102279	-0.270412659	-0.193369276	-0.101082804	0.155054512	0.531444536	0.984691613
beamster	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.069454138	-0.145437015	-0.222147533	-0.225624937	-0.276197558	-0.222429955	-0.35641114	-0.518459685	-0.477399779	-0.390102534	-0.493594219	-0.437582615	-0.528378345
bearingizer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.328718649	-0.310422966	-0.270013967	-0.22776419	-0.158538469	-0.089829434	-0.188170909	-0.287281392	-0.308907792	-0.25827568	-0.596205421	-0.651860971	-0.734383368
behaviorist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.168235181	-0.221392349	-0.221722352	-0.244531275	-0.197108083	-0.314587873	-0.377888733	-0.464262767	-0.420178784	-0.466783284	-0.515978295	-0.249877494	-0.823247125
bellhop	1	1	1	1	1	1	1	1	1	1	2	2	2	-0.00643952	-0.053732206	-0.037237061	-0.122362701	-0.144994156	-0.364878397	-0.400205932	-0.212436008	-0.209451779	-0.126714883	0.138208651	0.249199489	0.31012801
bellmaker	2	2	2	2	2	1	1	2	1	1	1	1	1	0.248929473	0.323585837	0.221338495	0.212094297	0.19724366	-0.08641405	-0.04566955	0.008964741	-0.127432506	-0.012735172	-0.012731139	-0.07107152	-0.026365513
bellman	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.234055523	-0.265408262	-0.251835067	-0.372616259	-0.287228166	-0.31706532	-0.214443704	-0.138247112	-0.183645257	-0.165706206	-0.002127136	0.037004681	0.300631124
bellperson	2	2	2	2	2	2	2	2	1	2	2	2	2	0.1797154	0.097726848	0.120604033	0.054578453	0.256380514	0.207909885	0.148855801	0.189114757	-0.019261463	0.217495437	0.30133387	0.355638018	0.350099147
bellstaff	2	2	2	2	2	2	1	1	1	2	2	2	2	0.117090754	0.110661515	0.024255613	0.185669931	0.122810497	0.057770191	-0.117010273	-0.034129773	-0.107347701	0.018801645	0.147754344	0.278399742	0.123987128
beveler	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.21149021	-0.14407806	-0.122347257	-0.111820348	-0.135453322	-0.109799634	-0.171795995	-0.212577236	-0.179358398	-0.307709013	-0.114082905	0.026687142	0.125770611
biller	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.348863731	-0.336806538	-0.365592077	-0.400306022	-0.461395201	-0.465354721	-0.375583914	-0.614637656	-0.493621385	-0.530750459	-0.493496843	-0.331727489	-0.457518442
billposter	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.02909871	-0.102459096	-0.121485209	-0.174033886	-0.222273389	-0.328937352	-0.401525207	-0.515425352	-0.586926076	-0.442082506	-0.530413871	-0.268893783	-0.281711606
binman	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.392394301	-0.387574507	-0.453382357	-0.502056123	-0.435080463	-0.392574785	-0.464065789	-0.47441473	-0.599733504	-0.50461873	-0.131869966	-0.005528246	0.121807511
bioanalyst	2	1	1	1	1	1	1	1	1	1	1	2	2	0.057517737	-0.090662892	-0.078361896	-0.057186215	-0.014774778	-0.055205441	-0.092083661	-0.055374643	-0.274317231	-0.212281042	-0.078304063	0.242681788	0.016348493
bioassayist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.168269382	-0.288959373	-0.345062472	-0.366262758	-0.395087349	-0.283601511	-0.402310694	-0.466485963	-0.489803565	-0.453365801	-0.279874778	-0.053296833	-0.116411677
biochemist	1	1	1	1	1	1	1	1	1	1	2	2	1	-0.083354687	-0.197062883	-0.271387164	-0.151729415	-0.076307768	-0.178008236	-0.197714081	-0.125884616	-0.280053542	-0.219988204	0.017181857	0.236268954	-0.016029022
bioengineer	1	1	1	1	1	1	1	1	1	1	1	2	2	0.004870832	-0.038196854	-0.07409076	-0.166088106	-0.184025962	-0.23137381	-0.265011854	-0.155914942	-0.363253361	-0.360302546	-0.292104003	0.003301189	0.454738809
biogeographer	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.082025286	-0.193468023	-0.273765396	-0.250553952	-0.265260252	-0.285051787	-0.26767386	-0.211479404	-0.325793064	-0.301145822	-0.13559063	0.145320286	0.165271568
bioinformatician	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.165005233	-0.162197318	-0.182868608	-0.119474141	-0.136347909	-0.299992126	-0.329951425	-0.438923217	-0.39170414	-0.40197558	-0.473830331	-0.151966109	0.171188753
bioinformaticist	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.147133758	-0.162680593	-0.217237949	-0.165856774	-0.221154872	-0.365048458	-0.363838477	-0.450026288	-0.393936759	-0.321618206	-0.252992848	0.063065374	0.167909637
biologist	2	1	1	2	2	2	2	2	2	2	2	2	2	0.096142799	-0.053708157	-0.079979879	0.098803213	0.181309289	0.333087105	0.055791751	0.374583673	0.139975877	0.347572702	0.398029358	0.378097791	0.109740401
biomathematician	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.150732207	-0.284808519	-0.262591781	-0.327039109	-0.378414619	-0.52331669	-0.52282069	-0.517234491	-0.49605728	-0.438095383	-0.405238883	-0.210936881	-0.119796664
biometrician	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.053316965	-0.087206303	-0.128958122	-0.127960839	-0.047154158	-0.157933783	-0.118485108	-0.171545451	-0.273336457	-0.230115042	-0.032758042	0.101935243	-0.057562875
biopsychologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.201837653	-0.328866385	-0.311826966	-0.40902419	-0.35129318	-0.433291569	-0.359896176	-0.396171419	-0.427802533	-0.395269299	-0.180645891	-0.098480799	-0.307084749
biostatistician	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.099384533	-0.145807925	-0.255898251	-0.281369632	-0.291199556	-0.205369089	-0.20829757	-0.31411307	-0.275331633	-0.219784664	-0.04951197	0.091630241	-0.234146759
biotechnician	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.207993046	-0.29454047	-0.343753391	-0.334377146	-0.246217107	-0.300226418	-0.327931434	-0.354753519	-0.503111526	-0.478290466	-0.45692445	-0.268978196	-0.440466258
biotechnologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.25323035	-0.284017985	-0.366850672	-0.458970407	-0.331760456	-0.351812263	-0.380056209	-0.461105335	-0.54109294	-0.474954178	-0.474303398	-0.194971881	-0.401767123
blackener	2	1	1	1	1	1	1	1	1	1	1	1	2	0.093309282	-0.074054761	-0.060237494	-0.066952935	-0.024025017	-0.069017683	-0.143514342	-0.072503558	-0.114144631	-0.022285618	-0.090999209	-0.034955113	0.029604688
blankmaker	2	1	2	2	1	1	1	1	1	1	1	1	1	0.024319059	-0.004695907	0.043693011	0.009333552	-0.00586384	-0.292209739	-0.287758588	-0.221084932	-0.3449623	-0.153380659	-0.133839552	-0.135306659	-0.096314307
blender	1	1	1	1	1	1	1	1	1	1	1	1	2	-0.098831276	-0.077450665	-0.181723971	-0.147446527	-0.336395782	-0.381603399	-0.526644994	-0.529665206	-0.485569383	-0.61737726	-0.317000503	-0.079298165	0.175632861
blindmaker	2	2	2	2	2	1	1	2	1	2	2	2	1	0.111579424	0.261378964	0.20453483	0.193829438	0.132588076	-0.060647824	-0.0932365	0.043286792	-0.097734448	0.185145061	0.243247624	0.277206166	-0.010155613
blocklayer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.08894013	-0.145143984	-0.093561057	-0.074965884	-0.309371423	-0.22442647	-0.420224545	-0.471419068	-0.586615369	-0.569624666	-0.539378412	-0.309903866	-0.332177296
blockman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.472194205	-0.478671293	-0.512299087	-0.472829444	-0.608267118	-0.403891301	-0.416565399	-0.498017592	-0.536792835	-0.360602848	-0.272723587	-0.119911052	-0.358244479
blockmason	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.476045238	-0.460822392	-0.515941004	-0.51682219	-0.656830402	-0.66668136	-0.684714437	-0.788022062	-0.736262213	-0.967081633	-0.871168784	-0.812799888	-0.955619497
blueprinter	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.265721028	-0.305166259	-0.343246071	-0.320250866	-0.501459972	-0.53149064	-0.578143672	-0.586190311	-0.636460919	-0.651308688	-0.539363988	-0.404980992	-0.265830919
blunger	1	1	1	1	1	2	1	1	1	1	2	1	1	-0.020211835	-0.200891932	-0.168881492	-0.090773187	-0.157114501	0.090654498	-0.058560239	-0.068478612	-0.238423942	-0.08235886	0.197775325	-0.000548177	-0.353494768
bmet	2	1	2	2	2	2	2	1	1	1	1	1	1	0.03208265	-0.041801033	0.004576821	0.251239573	0.166396467	0.165434958	0.124679428	-0.134607954	-0.239396162	-0.258730327	-0.240754818	-0.431462779	-0.551664017
boardmarker	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.24351963	-0.261583425	-0.230642936	-0.326048449	-0.383211153	-0.21480832	-0.313913631	-0.32901621	-0.308871068	-0.349452268	-0.23243431	-0.100010584	-0.001179035
boatwright	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.299299701	-0.338728544	-0.224857909	-0.01750125	-0.176116204	-0.044027156	-0.284216537	-0.305053863	-0.402654894	-0.291081062	-0.113383786	0.132052094	-0.057763545
bobtailer	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.386470874	-0.355550763	-0.352495096	-0.379051186	-0.384274784	-0.297523445	-0.371453307	-0.498684701	-0.440278105	-0.304163874	-0.077890502	0.224032343	-0.056491713
bodybuilder	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.175345979	-0.173308024	-0.212290232	-0.211600644	-0.178910716	-0.146556191	-0.272788807	-0.213343417	-0.503892744	-0.307348951	-0.240535056	-0.0666916	-0.336549435
boilermaker	2	2	2	2	2	1	1	1	1	1	1	2	2	0.266558197	0.297771878	0.257399738	0.278101314	0.103521758	-0.127524897	-0.20486953	-0.268441654	-0.33363379	-0.086972993	-0.031448596	0.135090539	0.246456613
bonderizer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.0758372	-0.118781935	-0.255936704	-0.256192916	-0.334929239	-0.360620498	-0.425297745	-0.510510368	-0.51487846	-0.429311596	-0.506163149	-0.450405866	-0.364870274
booker	1	1	1	1	1	1	1	1	1	2	2	2	1	-0.035640007	-0.26176626	-0.269147424	-0.166914291	-0.06046787	-0.185133056	-0.161767671	-0.010053819	-0.009609584	0.160833108	0.125370701	0.118497382	-0.065041892
bookie	2	2	1	1	1	1	1	1	1	1	1	2	2	0.009607793	0.105300554	-0.11033061	-0.12084307	-0.273435521	-0.24266738	-0.371490151	-0.481985205	-0.537787639	-0.502373605	-0.146773978	0.095567097	0.102911556
bookkeeper	1	1	1	1	1	1	1	1	1	1	2	2	2	-0.111479468	-0.11794622	-0.211100415	-0.253196925	-0.408771669	-0.325519642	-0.28593748	-0.262091364	-0.2971267	-0.075054458	0.158369884	0.317138722	0.771906429
booky	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.237525382	-0.154657425	-0.249468129	-0.247875696	-0.431681918	-0.406183121	-0.565172801	-0.676112139	-0.613838476	-0.439257388	-0.15832161	0.099243411	0.067225377
bootmaker	2	2	2	1	1	1	1	1	1	1	1	2	2	0.181171904	0.052562066	0.003786878	-0.005888418	-0.102868634	-0.33594932	-0.428570066	-0.413439021	-0.388657185	-0.211842736	-0.030030365	0.193973007	0.048054133
borderer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.173989798	-0.191185394	-0.234921419	-0.222519064	-0.253206242	-0.188049044	-0.312360419	-0.381544029	-0.484761696	-0.433135441	-0.202762102	-0.151367696	-0.34445432
bottler	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.245696163	-0.316458388	-0.268600602	-0.260707062	-0.38947345	-0.480696354	-0.446783358	-0.445941878	-0.546001371	-0.422537351	-0.376573886	-0.20953152	-0.561250849
bracer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.361442358	-0.265359121	-0.366003186	-0.340207915	-0.280149149	-0.138114732	-0.135790753	-0.098258223	-0.186941008	-0.09380558	-0.037410561	-0.022963417	-0.396732286
bradder	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.214127059	-0.243877968	-0.271378593	-0.213023506	-0.303830866	-0.461363298	-0.600195776	-0.718706352	-0.672645776	-0.792626651	-0.781814651	-0.656345127	-0.742627148
braddisher	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.281370663	-0.305385491	-0.318788922	-0.300376893	-0.444412917	-0.293359187	-0.316199027	-0.436552134	-0.4494084	-0.590885611	-0.425815881	-0.372898514	-0.175737132
brainer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.204033759	-0.32950681	-0.393141288	-0.355217705	-0.273273703	-0.273877224	-0.436996953	-0.748723278	-0.78545573	-0.839356043	-0.640530824	-0.493059732	-0.62841174
brancher	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.241352598	-0.269829576	-0.283352323	-0.304444527	-0.416047222	-0.461005864	-0.486238007	-0.661643272	-0.586386168	-0.637482273	-0.523190694	-0.613006307	-0.798531067
breadman	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.260716757	-0.251392911	-0.230795455	-0.114081017	-0.125020893	-0.195894123	-0.214109714	-0.295942337	-0.381811691	-0.396879852	-0.039691921	0.363676261	0.185200123
breaster	2	2	2	2	2	1	1	1	1	1	1	1	1	0.092597506	0.039203297	0.134790785	0.093457444	0.036298481	-0.064254814	-0.09261741	-0.222734062	-0.136318807	-0.188738528	-0.392903815	-0.425780169	-0.567062494
brewmaster	1	1	1	1	1	1	1	1	1	1	2	2	1	-0.229256056	-0.238521397	-0.278626476	-0.213278356	-0.245316959	-0.330136602	-0.399178849	-0.403864502	-0.331467432	-0.201445002	0.124486315	0.177092497	-0.026292352
bricklayer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.035249667	-0.194835003	-0.163507077	-0.08188934	-0.166742405	-0.135939719	-0.272237565	-0.444112279	-0.642066833	-0.593109815	-0.542965776	-0.256288403	-0.508285542
brickmason	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.44025159	-0.42057678	-0.469040052	-0.43204063	-0.485241044	-0.558361484	-0.538195504	-0.62879766	-0.622244916	-0.71095924	-0.521909748	-0.39805113	-0.1924159
brigadier	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.574618773	-0.514303187	-0.642262244	-0.632905139	-0.695256241	-0.461924695	-0.649390824	-0.581051582	-0.757439702	-0.522047523	-0.412363416	-0.428471067	-0.690423414
broacher	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.274222935	-0.29872789	-0.394969481	-0.45367177	-0.397233841	-0.407183555	-0.476931531	-0.499782735	-0.504194747	-0.659640192	-0.480236411	-0.592636276	-0.602873363
broadcaster	1	1	1	1	1	2	2	2	1	2	2	2	2	-0.21877547	-0.175428711	-0.239197861	-0.186425823	-0.052877422	0.137238038	0.044464315	0.008576858	-0.001968904	0.279177792	0.306456509	0.174608554	0.36194234
broker	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.160770783	-0.147259383	-0.109082632	-0.123875417	-0.142348311	-0.079809579	-0.294628804	-0.230215578	-0.264431275	-0.032742428	-0.113499759	-0.27533045	-0.295101451
bronzer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.295192777	-0.226215739	-0.194712095	-0.16770148	-0.098775423	-0.107488083	-0.117853004	-0.169423736	-0.460935731	-0.338893516	-0.31949745	-0.368524896	-0.583418236
broommaker	2	2	2	2	2	1	1	1	1	2	2	2	2	0.031715389	0.179222766	0.119684776	0.137723998	0.100941437	-0.039386603	-0.10994928	-0.138212104	-0.135739482	0.127372072	0.338711519	0.419698909	0.220871735
brusher	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.06895525	-0.073298635	-0.073472899	-0.155227044	-0.196897419	-0.280747834	-0.365412868	-0.580754118	-0.594931511	-0.468743637	-0.544044374	-0.29984692	-0.234785379
bryologist	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.043145789	-0.086604923	-0.078161235	-0.18463096	-0.293182643	-0.328965221	-0.410068129	-0.479820745	-0.339635595	-0.256575321	-0.243689094	-0.038307188	-0.106143547
bsw	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.050449088	-0.155482689	-0.17415961	-0.016899218	-0.134221864	-0.224415506	-0.340418113	-0.380767259	-0.432226606	-0.348183685	-0.298881981	-0.402549709	-0.835361619
buccaro	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.355800746	-0.352096649	-0.358889992	-0.280238093	-0.473740449	-0.492366575	-0.666900992	-0.685488629	-0.689287922	-0.507639597	-0.116644153	0.047561021	-0.131720853
budder	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.183854577	-0.17412318	-0.184391966	-0.237154164	-0.364905356	-0.436073774	-0.471464292	-0.479923848	-0.352360871	-0.443767067	-0.377378943	-0.348980992	-0.582093002
bufferer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.20409873	-0.242508179	-0.275526442	-0.185775934	-0.243168525	-0.308603743	-0.460394253	-0.621247724	-0.602977804	-0.661834365	-0.626350107	-0.44936606	-0.67448446
buggyman	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.375987374	-0.413198769	-0.465974055	-0.461213702	-0.429031146	-0.335149881	-0.5583105	-0.643198414	-0.662938112	-0.487398048	-0.305605825	0.07180584	-0.159409608
bulker	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.235172797	-0.268753443	-0.306100711	-0.348014235	-0.458065762	-0.477190005	-0.400644593	-0.553456542	-0.677066334	-0.730358789	-0.678945207	-0.567953783	-0.612086145
bulldogger	1	1	1	1	1	1	1	1	1	1	2	2	1	-0.090536083	-0.12935501	-0.250585024	-0.203771532	-0.085369981	-0.002493861	-0.207527293	-0.379365863	-0.52104523	-0.301242603	0.069180151	0.181532698	-0.130169945
bumboater	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.195311571	-0.24810758	-0.26449578	-0.237537071	-0.343933295	-0.351945207	-0.468188392	-0.484501227	-0.482821254	-0.440048641	-0.255673995	-0.041131642	-0.181946576
bundler	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.253166146	-0.176169817	-0.167887965	-0.152681781	-0.174922901	-0.296405438	-0.379926369	-0.418528548	-0.478461997	-0.502773062	-0.55582594	-0.370832076	-0.739076177
burlapper	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.156597709	-0.207994409	-0.25341479	-0.260185872	-0.289111369	-0.205035786	-0.269226564	-0.40422109	-0.391893075	-0.352795982	-0.277728018	-0.236258426	-0.398996371
burnisher	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.100926382	-0.116177138	-0.116513282	-0.065144196	-0.054312796	-0.096249628	-0.182284989	-0.27447734	-0.319898232	-0.33336276	-0.022599267	0.124166913	0.650813185
bursar	1	1	1	1	1	1	1	1	1	1	1	2	1	-0.426937868	-0.504315589	-0.453215174	-0.37618543	-0.468951358	-0.356064258	-0.472189817	-0.432895424	-0.42445215	-0.508849901	-0.250109887	0.291975388	-0.042838907
busboy	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.41793474	-0.477136709	-0.411960401	-0.278261876	-0.269307456	-0.324510459	-0.425844313	-0.434504653	-0.495368349	-0.209967443	-0.016603672	0.176355677	0.065344671
busgirl	2	2	2	2	2	2	2	2	2	2	2	2	2	0.331012869	0.404545936	0.555504967	0.612433945	0.526591558	0.478616294	0.336736826	0.396845938	0.32898611	0.673078771	0.796757054	0.906717306	0.793492615
bushler	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.045425465	-0.01598551	-0.001766831	-0.082068039	-0.133493705	-0.165184536	-0.39814606	-0.445980907	-0.563617935	-0.663574351	-0.550643797	-0.453043995	-0.332004143
busperson	1	1	2	2	2	2	1	1	1	2	2	2	1	-0.013478642	0.003529697	0.037959328	0.02242554	0.068233038	0.013842135	-0.011702441	-0.136139171	-0.307501061	0.020405215	0.059038871	0.215464559	-0.005735698
busser	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.029413245	-0.08010063	-0.006738625	-0.016673655	-0.214144038	-0.319036876	-0.334538277	-0.278057416	-0.254723215	-0.313138426	-0.245088169	-0.15261489	-0.045695466
butcher	1	1	1	2	2	2	2	2	1	2	2	2	1	-0.347563815	-0.300120366	-0.112881473	0.02236433	0.219751303	0.332356371	0.155791376	0.180883693	-0.093926078	0.196429702	0.229093539	0.039417578	-0.011560378
butcherette	2	2	2	2	2	2	2	1	1	2	2	2	1	0.070012637	0.107157067	0.088185457	0.201948811	0.260300858	0.254024054	0.106037281	0.00112885	-0.016519935	0.257646402	0.305691232	0.219984869	-0.18491645
buttermaker	2	2	2	2	2	2	1	1	1	2	2	2	2	0.070072975	0.176854056	0.153296833	0.340533097	0.2552947	0.023139446	-0.035384919	-0.052591003	-0.079116689	0.124538338	0.290642138	0.27807102	0.187581244
buttoner	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.200813785	-0.201703358	-0.178014981	-0.24278157	-0.191638775	-0.125098447	-0.092796465	-0.353266227	-0.48969967	-0.381681051	-0.352023709	-0.277702365	-0.516503044
buttonholer	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.272573782	-0.274972401	-0.222377092	-0.138174705	-0.194526235	-0.12700697	-0.205502531	-0.42326542	-0.429685342	-0.287979672	-0.275472021	-0.24762316	-0.316306121
buyer	2	1	1	1	1	1	1	2	2	2	1	1	1	0.083155492	-0.00697411	-0.047171283	-0.087916238	-0.007969745	-0.037644974	-0.026870915	0.080508944	0.047621592	0.073330037	-0.157237077	-0.306235839	-0.220208121
cableman	1	1	1	1	1	1	1	1	1	1	1	1	1	-0.350584701	-0.355950443	-0.521484679	-0.491072482	-0.449533813	-0.446705593	-0.519027925	-0.499584748	-0.650970693	-0.417745565	-0.445971844	-0.216402429	-0.365439781
caddie	2	2	2	1	1	1	1	1	1	2	2	2	2	0.070952073	0.079849771	0.017836708	-0.079846419	-0.234166592	-0.022834985	-0.141459803	-0.146136539	-0.241345552	0.064708645	0.201869536	0.35437029	0.301790717
caddy	1	1	1	1	1	1	1	1	1	1	2	2	2	-0.178375414	-0.275150254	-0.22005915	-0.158079393	-0.248546479	-0.085652842	-0.222228304	-0.336322762	-0.413825917	-0.069555943	0.072934305	0.306729049	0.329387744
caddymaster	1	1	1	1	1	1	1	1	1	1	1	2	2	-0.288830217	-0.328731166	-0.347898995	-0.302366574	-0.368384495	-0.29776104	-0.466990364	-0.520943914	-0.426978479	-0.244345129	-0.058105081	0.128212276	0.010515132
